"Cluster" "Outcome.Grp" "Outcome" "Trt.Grp" "Count" "Exposure"
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_92" 4 103 163440.302004621
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_153" 2 77 149061.172349982
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_50" 3 15 12566.1574807365
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_8" 4 51 75149.3709455569
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_58" 4 81 148690.338955952
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_48" 1 26 44489.4333395692
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_57" 1 21 40028.2598923622
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_61" 3 28 43584.6566089294
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_81" 1 12 12455.4527460404
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_45" 3 15 10959.2827009449
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_86" 1 71 145073.533035131
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_113" 2 46 80640.0128104709
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_81" 2 70 116240.118604722
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_82" 4 27 44672.6543164951
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_134" 4 40 77962.5730137693
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_66" 2 68 116577.076805542
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_37" 3 30 43098.3577042185
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_79" 1 74 142864.571099589
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_78" 4 16 43955.4541236927
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_55" 1 30 75644.2675944654
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_153" 1 95 158634.908560375
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_109" 1 21 41069.8917149858
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_130" 2 9 10944.773470352
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_127" 1 79 142207.759227187
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_5" 3 78 117990.338367416
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_66" 2 19 43147.3194604871
"900.0-1080.0" "Bdy-sys_7" "Adv-Ev_57" 1 10 11755.5696881061
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_125" 2 36 80555.4745830955
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_77" 4 79 149860.829214551
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_122" 3 65 122336.773857559
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_102" 1 28 42137.9581115158
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_18" 1 22 42212.5691818554
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_14" 3 35 42953.1614247866
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_36" 3 59 72982.2903736434
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_35" 4 39 79149.9213615245
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_2" 4 18 45644.8623424232
"720.0-900.0" "Bdy-sys_12" "Adv-Ev_114" 3 37 45849.4437419066
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_111" 4 58 115642.22138915
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_67" 1 98 158805.650138013
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_51" 4 25 43272.9543082137
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_56" 2 52 120028.91523112
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_49" 1 70 146935.124752071
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_16" 4 16 47457.9356342751
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_74" 4 49 76137.6036369493
"360.0-540.0" "Bdy-sys_2" "Adv-Ev_17" 3 71 116911.112047011
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_91" 4 66 120543.488548164
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_113" 4 46 80640.0128104709
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_52" 1 36 77751.1177415922
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_84" 1 30 74941.8445146817
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_4" 1 97 158615.036624949
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_121" 3 29 45093.1793994084
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_58" 3 31 42733.1998198267
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_51" 2 25 43272.9543082137
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_92" 1 28 42714.8148391363
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_131" 2 84 149878.390911645
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_122" 2 55 122336.773857559
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_37" 4 90 151288.928362439
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_15" 3 98 146077.811439313
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_129" 1 62 117184.001204535
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_62" 3 80 119231.445276321
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_97" 3 47 75618.2791773353
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_14" 2 8 12229.7447571284
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_72" 3 33 44857.6886734917
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_28" 3 16 11457.6465813965
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_93" 4 18 43377.1861645497
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_43" 3 72 115309.898951564
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_37" 4 20 43098.3577042185
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_151" 3 91 150945.181160169
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_137" 1 5 13468.8377398502
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_54" 1 40 75536.1090463287
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_117" 4 4 12470.8104516197
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_70" 2 90 148365.644197897
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_67" 3 89 165984.648712426
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_28" 3 107 146623.192011294
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_36" 4 96 164980.601188019
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_136" 3 20 14281.5135920731
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_94" 1 94 142455.28325973
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_42" 3 97 165391.792414282
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_55" 3 93 147893.488409834
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_116" 2 91 165417.552560767
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_88" 4 81 150285.048205983
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_85" 2 53 78940.5151263862
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_5" 1 89 159440.059092905
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_87" 1 22 41350.8592400756
"360.0-540.0" "Bdy-sys_7" "Adv-Ev_56" 4 52 120028.91523112
"0.0-180.0" "Bdy-sys_7" "Adv-Ev_55" 1 96 159343.79696482
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_117" 3 52 74900.6378485289
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_137" 3 33 42016.343852922
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_128" 2 16 41677.3676582474
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_102" 2 89 166811.591959848
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_48" 2 58 116591.769809588
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_80" 4 25 43865.8785418941
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_92" 3 113 163440.302004621
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_102" 1 83 159880.511510466
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_79" 4 95 148822.051612926
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_41" 1 79 145818.077554974
"0.0-180.0" "Bdy-sys_7" "Adv-Ev_59" 4 94 164537.581099821
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_97" 2 94 165179.097338436
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_5" 4 22 43819.2478983516
"900.0-1080.0" "Bdy-sys_8" "Adv-Ev_61" 2 7 12644.5353186886
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_53" 2 83 152133.725679884
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_75" 2 26 43723.5572393336
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_152" 2 19 43380.6544195525
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_103" 3 96 166248.332294856
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_15" 2 88 146077.811439313
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_43" 1 10 12631.3647585907
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_11" 3 18 12216.5121269674
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_96" 1 101 158490.408036631
"540.0-720.0" "Bdy-sys_2" "Adv-Ev_17" 3 53 76742.7347806859
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_43" 2 62 115309.898951564
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_149" 1 45 75755.3310544675
"360.0-540.0" "Bdy-sys_5" "Adv-Ev_37" 1 76 116167.121703781
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_53" 2 77 165581.719557991
"0.0-180.0" "Bdy-sys_10" "Adv-Ev_89" 3 110 164072.401371174
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_104" 2 8 11546.202571179
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_104" 2 64 112938.327209028
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_78" 2 88 146338.259013875
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_95" 2 25 44611.243550812
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_145" 1 64 114460.062720895
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_42" 4 87 165391.792414282
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_77" 3 56 76479.7561133847
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_143" 2 85 147157.691243181
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_66" 1 21 43826.7931602753
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_55" 2 31 41390.2326729923
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_107" 3 54 79803.4571970566
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_92" 3 17 12452.6766355253
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_39" 4 20 43890.3633350217
"900.0-1080.0" "Bdy-sys_4" "Adv-Ev_29" 4 7 13242.2971916392
"360.0-540.0" "Bdy-sys_13" "Adv-Ev_124" 1 65 119346.409696779
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_25" 2 3 11909.2824836914
"900.0-1080.0" "Bdy-sys_13" "Adv-Ev_119" 2 5 13092.7023125052
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_48" 4 58 116591.769809588
"540.0-720.0" "Bdy-sys_5" "Adv-Ev_41" 1 42 76478.1681902054
"180.0-360.0" "Bdy-sys_9" "Adv-Ev_67" 2 81 152209.343825167
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_99" 1 46 75832.5597667789
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_88" 3 69 119540.378981003
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_147" 1 71 146131.448803902
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_142" 2 50 78543.2503999943
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_7" 4 9 12636.5423545574
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_70" 2 39 76078.3751577515
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_4" 4 41 73622.312610434
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_127" 2 80 147525.709600012
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_135" 3 62 116052.483314482
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_1" 4 103 163224.6442895
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_88" 3 23 11898.1392026392
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_123" 3 105 164657.091217219
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_133" 3 92 149117.192094076
"360.0-540.0" "Bdy-sys_1" "Adv-Ev_8" 3 77 118175.991183221
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_92" 4 61 117128.379113972
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_99" 4 68 119134.895876743
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_113" 2 52 120799.42222862
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_59" 3 51 77377.0233062869
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_35" 3 109 150946.081739226
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_5" 2 22 43819.2478983516
"0.0-180.0" "Bdy-sys_5" "Adv-Ev_34" 1 79 160361.124709053
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_11" 1 10 11983.5107317148
"540.0-720.0" "Bdy-sys_9" "Adv-Ev_67" 4 38 79974.0004665818
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_123" 2 28 43750.3277093392
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_137" 3 77 117786.74418289
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_153" 4 40 75657.5553139394
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_122" 2 84 165295.084798704
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_47" 2 78 119701.61468686
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_22" 4 174 158742.220313768
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_11" 3 98 164899.098581052
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_127" 3 90 147525.709600012
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_102" 4 89 166811.591959848
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_97" 2 37 75618.2791773353
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_29" 1 46 75905.4212372752
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_103" 1 112 156324.396741115
"720.0-900.0" "Bdy-sys_3" "Adv-Ev_20" 2 27 40810.951022076
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_87" 4 87 150561.868675522
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_2" 4 5 14131.7345902101
"180.0-360.0" "Bdy-sys_12" "Adv-Ev_109" 4 74 149253.544925838
"180.0-360.0" "Bdy-sys_4" "Adv-Ev_32" 1 73 143414.755157571
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_52" 2 42 72972.8162413705
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_102" 2 83 149370.204093053
"720.0-900.0" "Bdy-sys_15" "Adv-Ev_151" 1 25 43002.9445714893
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_9" 4 85 165451.458556536
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_77" 1 97 142398.705876489
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_90" 4 9 12943.1200863779
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_137" 2 73 148368.39058804
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_151" 3 93 165947.21962311
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_146" 2 79 165258.258231399
"0.0-180.0" "Bdy-sys_15" "Adv-Ev_148" 1 88 159625.920334326
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_105" 1 84 159331.326662852
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_124" 4 71 150488.597528323
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_146" 3 89 165258.258231399
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_144" 4 91 165247.906901576
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_115" 3 86 119131.534251562
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_155" 4 70 117762.595369226
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_38" 3 81 149278.465301614
"360.0-540.0" "Bdy-sys_5" "Adv-Ev_35" 4 68 120017.176365184
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_18" 4 10 13021.886227934
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_138" 2 27 42853.267686236
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_78" 3 18 12600.0510500313
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_95" 3 91 166136.368140038
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_2" 2 5 14131.7345902101
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_16" 3 98 164833.084539036
"900.0-1080.0" "Bdy-sys_1" "Adv-Ev_10" 4 10 13205.7898249379
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_142" 4 50 78543.2503999943
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_124" 2 85 165397.7026554
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_101" 3 78 117179.492542162
"0.0-180.0" "Bdy-sys_9" "Adv-Ev_70" 4 92 165385.617726782
"900.0-1080.0" "Bdy-sys_5" "Adv-Ev_40" 2 7 12371.1634500661
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_111" 2 47 74891.1934913506
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_85" 1 7 13250.1991637945
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_24" 3 41 63326.4097472768
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_15" 4 88 146077.811439313
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_24" 2 8 10201.3051705494
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_10" 4 25 42990.7491225651
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_129" 1 51 77269.4624578792
"180.0-360.0" "Bdy-sys_2" "Adv-Ev_14" 4 80 148736.796234424
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_126" 1 80 144497.578870911
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_84" 3 46 75443.5118708323
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_14" 4 8 12229.7447571284
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_3" 4 31 44671.5537784429
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_52" 4 25 41077.2255520415
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_43" 4 39 73156.9490612304
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_39" 2 20 43890.3633350217
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_110" 3 117 163286.432134211
"180.0-360.0" "Bdy-sys_14" "Adv-Ev_138" 4 70 150914.726071205
"360.0-540.0" "Bdy-sys_8" "Adv-Ev_62" 4 70 119231.445276321
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_142" 4 2 13456.8998396381
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_1" 4 47 76697.2180531145
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_101" 1 20 40884.701826244
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_94" 4 84 166820.291178075
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_127" 1 27 37398.5712836763
"900.0-1080.0" "Bdy-sys_8" "Adv-Ev_62" 4 7 13133.3148361251
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_20" 4 88 136137.398460732
"540.0-720.0" "Bdy-sys_4" "Adv-Ev_29" 4 44 76994.7119323684
"720.0-900.0" "Bdy-sys_14" "Adv-Ev_142" 2 24 44848.9179690794
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_19" 2 178 156169.88977684
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_54" 1 17 43013.0703158915
"720.0-900.0" "Bdy-sys_5" "Adv-Ev_36" 1 23 39559.7427663091
"720.0-900.0" "Bdy-sys_8" "Adv-Ev_63" 2 23 42132.3635607828
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_20" 1 43 76241.4367890027
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_7" 3 37 43330.0596285015
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_96" 4 71 118517.727799522
"720.0-900.0" "Bdy-sys_1" "Adv-Ev_9" 3 30 41676.8020388884
"0.0-180.0" "Bdy-sys_14" "Adv-Ev_140" 2 88 165256.146960409
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_44" 2 63 148083.339839229
"0.0-180.0" "Bdy-sys_6" "Adv-Ev_46" 2 85 165513.654648971
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_125" 4 36 80555.4745830955
"180.0-360.0" "Bdy-sys_5" "Adv-Ev_39" 2 83 150394.080504427
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_97" 4 19 42644.3765786578
"720.0-900.0" "Bdy-sys_13" "Adv-Ev_126" 1 29 41546.8903808007
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_97" 1 78 142977.786381996
"900.0-1080.0" "Bdy-sys_9" "Adv-Ev_72" 2 10 13668.7409516707
"360.0-540.0" "Bdy-sys_14" "Adv-Ev_136" 3 71 118245.65610275
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_152" 3 90 151110.420032142
"540.0-720.0" "Bdy-sys_14" "Adv-Ev_144" 2 31 76312.521753909
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_100" 4 20 46035.0663640616
"180.0-360.0" "Bdy-sys_1" "Adv-Ev_5" 2 80 150403.784215104
"360.0-540.0" "Bdy-sys_2" "Adv-Ev_13" 3 75 119143.879779524
"360.0-540.0" "Bdy-sys_5" "Adv-Ev_42" 4 72 119493.65496114
"0.0-180.0" "Bdy-sys_11" "Adv-Ev_97" 3 104 165179.097338436
"900.0-1080.0" "Bdy-sys_14" "Adv-Ev_141" 2 8 13073.0289793664
"0.0-180.0" "Bdy-sys_1" "Adv-Ev_8" 3 110 164543.992256718
"360.0-540.0" "Bdy-sys_6" "Adv-Ev_50" 1 54 115528.530460917
"540.0-720.0" "Bdy-sys_7" "Adv-Ev_57" 3 53 77002.5639940392
"540.0-720.0" "Bdy-sys_15" "Adv-Ev_155" 4 45 76951.1722584042
"540.0-720.0" "Bdy-sys_1" "Adv-Ev_1" 2 47 76697.2180531145
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_118" 4 86 165605.296983593
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_51" 1 24 41345.0634519224
"360.0-540.0" "Bdy-sys_5" "Adv-Ev_40" 4 61 117229.837175149
"720.0-900.0" "Bdy-sys_11" "Adv-Ev_99" 4 24 43138.0320586124
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_152" 4 80 151110.420032142
"900.0-1080.0" "Bdy-sys_10" "Adv-Ev_77" 2 9 13277.3143479328
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_124" 4 44 76735.2998588652
"0.0-180.0" "Bdy-sys_2" "Adv-Ev_13" 3 94 165888.763964687
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_76" 1 90 144142.655542891
"360.0-540.0" "Bdy-sys_5" "Adv-Ev_35" 2 68 120017.176365184
"360.0-540.0" "Bdy-sys_15" "Adv-Ev_151" 2 70 119585.468682651
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_47" 4 62 150472.1761404
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_78" 1 79 145336.949182019
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_100" 4 40 80591.3701204572
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_101" 2 7 11983.287845459
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_46" 1 6 13141.9016965449
"900.0-1080.0" "Bdy-sys_8" "Adv-Ev_65" 1 9 12007.2130109845
"540.0-720.0" "Bdy-sys_13" "Adv-Ev_120" 3 52 75723.9903742266
"540.0-720.0" "Bdy-sys_11" "Adv-Ev_99" 3 39 77645.1268270373
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_150" 1 11 10749.4053077731
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_50" 1 6 12162.8491489673
"180.0-360.0" "Bdy-sys_3" "Adv-Ev_23" 3 102 132916.287740841
"180.0-360.0" "Bdy-sys_13" "Adv-Ev_117" 3 86 149350.991336377
"180.0-360.0" "Bdy-sys_11" "Adv-Ev_104" 2 108 146844.432196885
"900.0-1080.0" "Bdy-sys_6" "Adv-Ev_49" 2 10 11278.1909184687
"720.0-900.0" "Bdy-sys_10" "Adv-Ev_82" 1 26 40957.7485679794
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_53" 3 93 152133.725679884
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_97" 3 24 12304.9659568248
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_47" 3 55 75728.7739071019
"540.0-720.0" "Bdy-sys_3" "Adv-Ev_25" 1 39 77237.2509466978
"540.0-720.0" "Bdy-sys_10" "Adv-Ev_88" 2 38 78940.779692863
"540.0-720.0" "Bdy-sys_12" "Adv-Ev_115" 4 37 76694.0384866437
"360.0-540.0" "Bdy-sys_11" "Adv-Ev_107" 3 58 121403.781662865
"0.0-180.0" "Bdy-sys_4" "Adv-Ev_26" 1 86 160325.128111041
"720.0-900.0" "Bdy-sys_2" "Adv-Ev_15" 3 30 43676.5918059246
"0.0-180.0" "Bdy-sys_12" "Adv-Ev_111" 1 89 159765.065695993
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_148" 4 87 148224.379289351
"0.0-180.0" "Bdy-sys_13" "Adv-Ev_126" 4 101 164179.400281109
"720.0-900.0" "Bdy-sys_6" "Adv-Ev_49" 2 22 42168.6290854779
"720.0-900.0" "Bdy-sys_9" "Adv-Ev_74" 1 36 41995.3391784187
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_82" 2 65 118416.087136392
"900.0-1080.0" "Bdy-sys_12" "Adv-Ev_114" 1 7 11811.3723686214
"360.0-540.0" "Bdy-sys_12" "Adv-Ev_116" 2 61 120834.99950973
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_88" 1 76 111874.305166485
"0.0-180.0" "Bdy-sys_7" "Adv-Ev_57" 4 99 164741.927793492
"900.0-1080.0" "Bdy-sys_3" "Adv-Ev_19" 3 16 11220.2537300462
"900.0-1080.0" "Bdy-sys_11" "Adv-Ev_90" 2 9 12943.1200863779
"900.0-1080.0" "Bdy-sys_15" "Adv-Ev_149" 4 7 13115.3930901254
"180.0-360.0" "Bdy-sys_15" "Adv-Ev_153" 4 77 149061.172349982
"360.0-540.0" "Bdy-sys_10" "Adv-Ev_79" 1 78 114589.725200239
"540.0-720.0" "Bdy-sys_6" "Adv-Ev_43" 2 39 73156.9490612304
"900.0-1080.0" "Bdy-sys_2" "Adv-Ev_14" 1 6 12950.0215444315
"180.0-360.0" "Bdy-sys_7" "Adv-Ev_57" 3 77 149853.753925672
"180.0-360.0" "Bdy-sys_6" "Adv-Ev_45" 3 102 144291.474254103
"180.0-360.0" "Bdy-sys_10" "Adv-Ev_85" 1 86 147458.224685381
"720.0-900.0" "Bdy-sys_7" "Adv-Ev_57" 3 30 43870.8842918413
"540.0-720.0" "Bdy-sys_2" "Adv-Ev_11" 3 54 79496.3004732603
"0.0-180.0" "Bdy-sys_3" "Adv-Ev_22" 2 174 158742.220313768
