Cluster  	  Outcome.Grp  	  Outcome  	  Trt.Grp  	  Count  	  Exposure  
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_94  	2	64	110213.529353726
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_94  	1	53	91422.6896652644
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_94  	2	53	99569.3134290541
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_94  	1	47	82534.107825672
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_94  	2	46	90329.4733276783
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_94  	1	51	74615.9338430287
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_94  	2	41	82540.6617857068
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_94  	1	45	64991.0883366006
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_94  	2	43	74748.3557265332
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_94  	1	20	59154.8840538018
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_94  	2	36	67757.0816023239
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	90	158950.013078722
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	81	166136.368140038
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	83	144358.387600505
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	91	151490.739263981
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	76	128663.880434551
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	67	136477.301569887
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	63	116708.133582079
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	72	123113.593528867
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	61	105272.7415166
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	62	111073.976227678
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	60	93957.5085565393
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	51	101304.379058592
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	46	84445.2799882137
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	47	91764.5143457811
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	46	76436.9225912911
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	57	82700.8702517996
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	29	69373.0546389848
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	38	73615.690887746
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_95  	1	36	63671.7381181104
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_95  	2	44	66509.5525852046
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	101	158490.408036631
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	86	165739.511778096
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	76	141926.725018545
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	83	150797.531259935
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	57	130154.811312293
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	77	135933.154250904
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	61	119737.962650631
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	62	123234.192637191
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	61	108163.667803463
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	61	111988.121801614
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	58	96421.2810168071
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	72	99428.298175396
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	51	86451.8289502091
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	44	89135.6404980815
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	37	79399.4500150205
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	45	80930.7138931665
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	39	71741.0598848201
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	47	72473.9280246295
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_96  	1	38	64575.0436126261
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_96  	2	39	64390.1046686188
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	99	158370.821979417
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	94	165179.097338436
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	78	142977.786381996
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	76	150113.850792966
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	59	130030.313330811
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	79	135805.894247255
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	73	118095.034646454
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	60	122967.255457914
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	61	105412.920140435
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	54	112034.696691481
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	60	94555.0821789603
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	54	102013.57413485
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	45	85798.5745039959
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	53	92712.7451175684
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	51	75907.9551890711
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	43	84046.9815493595
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	44	67327.5806022039
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	40	76157.5490158852
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_97  	1	41	59877.7152585666
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_97  	2	39	69119.5649004073
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	90	159510.981994889
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	97	164061.697042039
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	76	144775.081979703
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	65	149583.153395823
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	62	131371.511533326
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	73	137544.716038277
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	59	121178.420839102
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	63	125605.401980284
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	49	110540.205637113
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	67	112696.963832061
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	54	100650.875453848
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	53	101608.116442995
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	56	91238.2511082985
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	45	93179.1711684796
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	66	79499.1701947528
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	56	83891.8286079605
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	32	71239.8054857835
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	57	73033.6263740052
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_98  	1	39	64520.4033944084
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_98  	2	31	65574.5760413904
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	90	159125.074961459
0.0-180.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	94	164061.003874437
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	66	144789.478084567
180.0-360.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	83	148432.246838107
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	82	131987.819451187
360.0-540.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	73	135228.726463068
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	66	117829.217801101
540.0-720.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	48	124767.889092306
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	71	105271.168294469
720.0-900.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	65	113482.07388142
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	48	94715.0659055106
900.0-1080.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	73	100345.314115568
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	46	86034.772324915
1080.0-1260.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	48	89795.9880137513
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	43	78299.7450429896
1260.0-1440.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	51	80861.9972891372
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	35	70770.5776372979
1440.0-1620.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	33	72622.1601733831
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_99  	1	34	64678.4681818599
1620.0-1800.0  	  Bdy-sys_11  	  Adv-Ev_99  	2	37	66347.5125448499
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	94	158603.4637306
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	92	164293.911159315
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	77	143185.526356482
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	74	149253.544925838
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	67	129583.748882381
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	78	136803.469227575
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	71	117180.11132167
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	77	123254.741735288
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	63	105629.382138554
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	59	109864.112676867
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	53	94932.6143943885
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	73	97522.5276319161
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	43	86244.5739894986
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	55	85425.1289458386
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	47	77624.6780302278
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	42	77308.8718053124
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	49	69704.6884815312
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	39	69603.7460041587
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_109  	1	33	61703.6388560575
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_109  	2	26	63509.7961845778
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	78	160293.240146936
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	107	163286.432134211
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	73	146565.898486672
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	79	146332.409161982
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	60	134510.596029842
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	72	133737.664634206
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	62	123399.602255021
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	69	120702.313051092
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	62	111597.502199767
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	64	108236.797687498
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	53	100756.394147017
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	64	97311.342766471
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	50	91540.3370397001
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	45	86709.2010986541
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	48	83054.1840645303
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	43	78222.3092002547
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	44	74924.2347040715
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	37	71169.4309962967
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_110  	1	43	66539.0874943574
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_110  	2	29	65605.4018025611
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	89	159765.065695993
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	99	164539.442094049
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	89	143271.059667234
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	101	146790.288238847
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	72	128136.17223709
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	65	131375.132590806
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	74	115325.045585803
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	68	118923.800901169
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	59	103068.239122138
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	70	107157.41142714
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	58	92384.3677496551
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	55	95648.9919458015
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	43	83584.5900774936
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	40	86836.3230458933
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	48	74884.9254928337
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	40	79160.6419365805
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	37	67890.7192324024
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	29	72864.3771281975
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_111  	1	35	60758.6281826822
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_111  	2	39	66442.111963418
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	83	160337.548094702
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	80	166524.503109802
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	81	145123.488853163
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	95	150555.645951076
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	75	130516.556339499
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	73	135421.356885077
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	66	117564.813935225
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	71	121678.80305952
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	62	105940.495340996
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	66	109364.467897042
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	49	95893.831248945
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	45	98862.7108531906
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	45	87711.0533965174
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	59	89235.5733401552
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	57	78177.731643923
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	41	81791.9727785319
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	29	69987.6611279731
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	42	73371.1003725362
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_112  	1	43	63456.632562488
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_112  	2	35	66226.1192088704
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	91	158441.445747302
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	88	164820.488845534
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	98	142052.248250426
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	77	149957.468862372
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	68	127434.064272198
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	60	138618.874175354
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	72	113299.293132521
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	68	126907.943377879
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	68	101008.228876229
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	53	115291.972313957
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	50	89871.6887087241
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	63	105179.921680178
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	42	82342.0566836768
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	59	94541.7824630836
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	60	72068.5950254968
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	43	84600.8277154855
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	33	63880.2110291471
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	45	76265.0184410504
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_113  	1	36	58220.8283704942
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_113  	2	39	67840.835943362
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	92	159041.116047318
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	73	166802.428016574
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	76	143549.306842753
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	68	154366.265497012
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	77	130105.313005245
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	71	141244.74614573
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	81	116196.121761702
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	81	128264.817785942
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	62	101684.316731848
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	67	113070.445492675
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	48	91776.1603430796
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	52	102533.387898
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	46	83736.6318723492
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	45	94528.4902852524
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	49	74021.7044497841
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	47	85648.5696202458
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	43	65919.2777742799
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	42	77485.8500846232
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_114  	1	35	58794.3705796739
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_114  	2	30	71373.2259277989
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	94	159088.51636816
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	84	165731.805656976
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	76	143984.8574858
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	77	150852.244082327
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	78	129455.173013711
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	87	136108.491593528
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	65	116381.461195596
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	59	123246.530317769
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	58	104986.321077955
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	70	110969.470388452
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	54	94271.3194267309
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	53	100199.431083785
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	52	84779.1515119635
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	58	90430.1127029764
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	53	75555.9829963257
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	36	81251.6246817537
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	49	66067.2974351684
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	42	74203.7863792615
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_115  	1	39	58034.2740213024
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_115  	2	33	67411.7295771268
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	94	159261.924087389
0.0-180.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	91	165417.552560767
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	71	144515.441485713
180.0-360.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	74	149698.664086552
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	76	129994.205806275
360.0-540.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	69	137420.884152528
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	70	116593.902429178
540.0-720.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	71	124891.408669479
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	63	104695.002632925
720.0-900.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	53	112721.612386486
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	59	93179.4523598231
900.0-1080.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	52	103098.641243719
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	49	83974.332964178
1080.0-1260.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	54	93780.978026012
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	42	75470.0152924726
1260.0-1440.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	54	83225.7256171586
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	45	67523.7154366947
1440.0-1620.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	53	74474.8324452075
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_116  	1	35	60850.1449044154
1620.0-1800.0  	  Bdy-sys_12  	  Adv-Ev_116  	2	29	66611.4618411103
0.0-180.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	89	158443.07326817
0.0-180.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	95	164717.125985788
180.0-360.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	71	144316.723750289
180.0-360.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	76	149350.991336377
360.0-540.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	71	131753.226162811
360.0-540.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	86	134764.800218169
540.0-720.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	60	119952.50583201
540.0-720.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	67	120581.492330301
720.0-900.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	67	107979.97721953
720.0-900.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	50	110359.028776032
900.0-1080.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	53	97205.7255357216
900.0-1080.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	49	100809.295540506
1080.0-1260.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	50	87177.8693124065
1080.0-1260.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	55	90779.9212681702
1260.0-1440.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	41	79479.2392673332
1260.0-1440.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	31	83539.2362762232
1440.0-1620.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	36	72111.9118716192
1440.0-1620.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	42	76673.6325077882
1620.0-1800.0  	  Bdy-sys_13  	  Adv-Ev_117  	1	30	65920.5568228812
1620.0-1800.0  	  Bdy-sys_13  	  Adv-Ev_117  	2	33	70179.0280118374
0.0-180.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	82	159593.047534002
0.0-180.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	86	165605.296983593
180.0-360.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	86	145173.34214175
180.0-360.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	87	149249.985394623
360.0-540.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	67	130765.024333118
360.0-540.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	61	135542.6966179
540.0-720.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	66	118293.017428685
540.0-720.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	69	124977.11392139
720.0-900.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	64	106767.980566507
720.0-900.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	63	112910.649977444
900.0-1080.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	52	95223.1253769995
900.0-1080.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	67	101208.751080389
1080.0-1260.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	54	86405.4680025509
1080.0-1260.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	60	89497.4033152669
1260.0-1440.0  	  Bdy-sys_13  	  Adv-Ev_118  	1	34	78183.2814753858
1260.0-1440.0  	  Bdy-sys_13  	  Adv-Ev_118  	2	45	79542.0314063444
