Cluster	Outcome.Grp	Outcome	Trt.Grp	Count	Exposure
360.0-540.0	Bdy-sys_11	Adv-Ev_93	1	66	115437.56220517
360.0-540.0	Bdy-sys_11	Adv-Ev_93	2	74	116516.927377814
360.0-540.0	Bdy-sys_11	Adv-Ev_93	3	84	116516.927377814
360.0-540.0	Bdy-sys_11	Adv-Ev_93	4	74	116516.927377814
540.0-720.0	Bdy-sys_11	Adv-Ev_93	1	42	74794.5487886653
540.0-720.0	Bdy-sys_11	Adv-Ev_93	2	38	74873.2951084384
540.0-720.0	Bdy-sys_11	Adv-Ev_93	3	48	74873.2951084384
540.0-720.0	Bdy-sys_11	Adv-Ev_93	4	38	74873.2951084384
720.0-900.0	Bdy-sys_11	Adv-Ev_93	1	23	40494.2675043727
720.0-900.0	Bdy-sys_11	Adv-Ev_93	2	18	43377.1861645497
720.0-900.0	Bdy-sys_11	Adv-Ev_93	3	28	43377.1861645497
720.0-900.0	Bdy-sys_11	Adv-Ev_93	4	18	43377.1861645497
900.0-1080.0	Bdy-sys_11	Adv-Ev_93	1	5	12392.7459034956
900.0-1080.0	Bdy-sys_11	Adv-Ev_93	2	8	12652.8613398558
900.0-1080.0	Bdy-sys_11	Adv-Ev_93	3	18	12652.8613398558
900.0-1080.0	Bdy-sys_11	Adv-Ev_93	4	8	12652.8613398558
0.0-180.0	Bdy-sys_11	Adv-Ev_94	1	91	158855.616970997
0.0-180.0	Bdy-sys_11	Adv-Ev_94	2	84	166820.291178075
0.0-180.0	Bdy-sys_11	Adv-Ev_94	3	94	166820.291178075
0.0-180.0	Bdy-sys_11	Adv-Ev_94	4	84	166820.291178075
180.0-360.0	Bdy-sys_11	Adv-Ev_94	1	94	142455.28325973
180.0-360.0	Bdy-sys_11	Adv-Ev_94	2	72	151624.75015599
180.0-360.0	Bdy-sys_11	Adv-Ev_94	3	82	151624.75015599
180.0-360.0	Bdy-sys_11	Adv-Ev_94	4	72	151624.75015599
360.0-540.0	Bdy-sys_11	Adv-Ev_94	1	61	112465.314584302
360.0-540.0	Bdy-sys_11	Adv-Ev_94	2	82	119406.576649181
360.0-540.0	Bdy-sys_11	Adv-Ev_94	3	92	119406.576649181
360.0-540.0	Bdy-sys_11	Adv-Ev_94	4	82	119406.576649181
540.0-720.0	Bdy-sys_11	Adv-Ev_94	1	52	73822.6787502083
540.0-720.0	Bdy-sys_11	Adv-Ev_94	2	38	77126.0832092369
540.0-720.0	Bdy-sys_11	Adv-Ev_94	3	48	77126.0832092369
540.0-720.0	Bdy-sys_11	Adv-Ev_94	4	38	77126.0832092369
720.0-900.0	Bdy-sys_11	Adv-Ev_94	1	20	39025.2718988625
720.0-900.0	Bdy-sys_11	Adv-Ev_94	2	25	44673.8584006883
720.0-900.0	Bdy-sys_11	Adv-Ev_94	3	35	44673.8584006883
720.0-900.0	Bdy-sys_11	Adv-Ev_94	4	25	44673.8584006883
900.0-1080.0	Bdy-sys_11	Adv-Ev_94	1	8	11387.5599878766
900.0-1080.0	Bdy-sys_11	Adv-Ev_94	2	9	13034.2103901959
900.0-1080.0	Bdy-sys_11	Adv-Ev_94	3	19	13034.2103901959
900.0-1080.0	Bdy-sys_11	Adv-Ev_94	4	9	13034.2103901959
0.0-180.0	Bdy-sys_11	Adv-Ev_95	1	90	158950.013078722
0.0-180.0	Bdy-sys_11	Adv-Ev_95	2	81	166136.368140038
0.0-180.0	Bdy-sys_11	Adv-Ev_95	3	91	166136.368140038
0.0-180.0	Bdy-sys_11	Adv-Ev_95	4	81	166136.368140038
180.0-360.0	Bdy-sys_11	Adv-Ev_95	1	83	144358.387600505
180.0-360.0	Bdy-sys_11	Adv-Ev_95	2	91	151490.739263981
180.0-360.0	Bdy-sys_11	Adv-Ev_95	3	101	151490.739263981
180.0-360.0	Bdy-sys_11	Adv-Ev_95	4	91	151490.739263981
360.0-540.0	Bdy-sys_11	Adv-Ev_95	1	66	113254.949254461
360.0-540.0	Bdy-sys_11	Adv-Ev_95	2	56	119338.245647441
360.0-540.0	Bdy-sys_11	Adv-Ev_95	3	66	119338.245647441
360.0-540.0	Bdy-sys_11	Adv-Ev_95	4	56	119338.245647441
540.0-720.0	Bdy-sys_11	Adv-Ev_95	1	40	76115.098666378
540.0-720.0	Bdy-sys_11	Adv-Ev_95	2	45	78106.0374079434
540.0-720.0	Bdy-sys_11	Adv-Ev_95	3	55	78106.0374079434
540.0-720.0	Bdy-sys_11	Adv-Ev_95	4	45	78106.0374079434
720.0-900.0	Bdy-sys_11	Adv-Ev_95	1	21	41726.8009740285
720.0-900.0	Bdy-sys_11	Adv-Ev_95	2	25	44611.243550812
720.0-900.0	Bdy-sys_11	Adv-Ev_95	3	35	44611.243550812
720.0-900.0	Bdy-sys_11	Adv-Ev_95	4	25	44611.243550812
900.0-1080.0	Bdy-sys_11	Adv-Ev_95	1	9	12924.6322847379
900.0-1080.0	Bdy-sys_11	Adv-Ev_95	2	5	13508.7403746633
900.0-1080.0	Bdy-sys_11	Adv-Ev_95	3	15	13508.7403746633
900.0-1080.0	Bdy-sys_11	Adv-Ev_95	4	5	13508.7403746633
0.0-180.0	Bdy-sys_11	Adv-Ev_96	1	101	158490.408036631
0.0-180.0	Bdy-sys_11	Adv-Ev_96	2	86	165739.511778096
0.0-180.0	Bdy-sys_11	Adv-Ev_96	3	96	165739.511778096
0.0-180.0	Bdy-sys_11	Adv-Ev_96	4	86	165739.511778096
180.0-360.0	Bdy-sys_11	Adv-Ev_96	1	76	141926.725018545
180.0-360.0	Bdy-sys_11	Adv-Ev_96	2	83	150797.531259935
180.0-360.0	Bdy-sys_11	Adv-Ev_96	3	93	150797.531259935
180.0-360.0	Bdy-sys_11	Adv-Ev_96	4	83	150797.531259935
360.0-540.0	Bdy-sys_11	Adv-Ev_96	1	53	114460.653324537
360.0-540.0	Bdy-sys_11	Adv-Ev_96	2	71	118517.727799522
360.0-540.0	Bdy-sys_11	Adv-Ev_96	3	81	118517.727799522
360.0-540.0	Bdy-sys_11	Adv-Ev_96	4	71	118517.727799522
540.0-720.0	Bdy-sys_11	Adv-Ev_96	1	38	75866.0185766548
540.0-720.0	Bdy-sys_11	Adv-Ev_96	2	40	76886.0422606602
540.0-720.0	Bdy-sys_11	Adv-Ev_96	3	50	76886.0422606602
540.0-720.0	Bdy-sys_11	Adv-Ev_96	4	40	76886.0422606602
720.0-900.0	Bdy-sys_11	Adv-Ev_96	1	24	42845.0768571078
720.0-900.0	Bdy-sys_11	Adv-Ev_96	2	19	44166.4277251955
720.0-900.0	Bdy-sys_11	Adv-Ev_96	3	29	44166.4277251955
720.0-900.0	Bdy-sys_11	Adv-Ev_96	4	19	44166.4277251955
900.0-1080.0	Bdy-sys_11	Adv-Ev_96	1	7	13465.2111223361
900.0-1080.0	Bdy-sys_11	Adv-Ev_96	2	9	13689.9387443188
900.0-1080.0	Bdy-sys_11	Adv-Ev_96	3	19	13689.9387443188
900.0-1080.0	Bdy-sys_11	Adv-Ev_96	4	9	13689.9387443188
0.0-180.0	Bdy-sys_11	Adv-Ev_97	1	99	158370.821979417
0.0-180.0	Bdy-sys_11	Adv-Ev_97	2	94	165179.097338436
0.0-180.0	Bdy-sys_11	Adv-Ev_97	3	104	165179.097338436
0.0-180.0	Bdy-sys_11	Adv-Ev_97	4	94	165179.097338436
180.0-360.0	Bdy-sys_11	Adv-Ev_97	1	78	142977.786381996
180.0-360.0	Bdy-sys_11	Adv-Ev_97	2	76	150113.850792966
180.0-360.0	Bdy-sys_11	Adv-Ev_97	3	86	150113.850792966
180.0-360.0	Bdy-sys_11	Adv-Ev_97	4	76	150113.850792966
360.0-540.0	Bdy-sys_11	Adv-Ev_97	1	55	115266.205487806
360.0-540.0	Bdy-sys_11	Adv-Ev_97	2	68	118464.590966381
360.0-540.0	Bdy-sys_11	Adv-Ev_97	3	78	118464.590966381
360.0-540.0	Bdy-sys_11	Adv-Ev_97	4	68	118464.590966381
540.0-720.0	Bdy-sys_11	Adv-Ev_97	1	47	75796.3961195548
540.0-720.0	Bdy-sys_11	Adv-Ev_97	2	37	75618.2791773353
540.0-720.0	Bdy-sys_11	Adv-Ev_97	3	47	75618.2791773353
540.0-720.0	Bdy-sys_11	Adv-Ev_97	4	37	75618.2791773353
720.0-900.0	Bdy-sys_11	Adv-Ev_97	1	27	40712.0178514702
720.0-900.0	Bdy-sys_11	Adv-Ev_97	2	19	42644.3765786578
720.0-900.0	Bdy-sys_11	Adv-Ev_97	3	29	42644.3765786578
720.0-900.0	Bdy-sys_11	Adv-Ev_97	4	19	42644.3765786578
900.0-1080.0	Bdy-sys_11	Adv-Ev_97	1	5	12827.8144198391
900.0-1080.0	Bdy-sys_11	Adv-Ev_97	2	14	12304.9659568248
900.0-1080.0	Bdy-sys_11	Adv-Ev_97	3	24	12304.9659568248
900.0-1080.0	Bdy-sys_11	Adv-Ev_97	4	14	12304.9659568248
0.0-180.0	Bdy-sys_11	Adv-Ev_98	1	90	159510.981994889
0.0-180.0	Bdy-sys_11	Adv-Ev_98	2	97	164061.697042039
0.0-180.0	Bdy-sys_11	Adv-Ev_98	3	107	164061.697042039
0.0-180.0	Bdy-sys_11	Adv-Ev_98	4	97	164061.697042039
180.0-360.0	Bdy-sys_11	Adv-Ev_98	1	76	144775.081979703
180.0-360.0	Bdy-sys_11	Adv-Ev_98	2	65	149583.153395823
180.0-360.0	Bdy-sys_11	Adv-Ev_98	3	75	149583.153395823
180.0-360.0	Bdy-sys_11	Adv-Ev_98	4	65	149583.153395823
360.0-540.0	Bdy-sys_11	Adv-Ev_98	1	52	116320.443619567
360.0-540.0	Bdy-sys_11	Adv-Ev_98	2	61	121233.286310979
360.0-540.0	Bdy-sys_11	Adv-Ev_98	3	71	121233.286310979
360.0-540.0	Bdy-sys_11	Adv-Ev_98	4	61	121233.286310979
540.0-720.0	Bdy-sys_11	Adv-Ev_98	1	35	78089.94987717
540.0-720.0	Bdy-sys_11	Adv-Ev_98	2	35	79843.6462944906
540.0-720.0	Bdy-sys_11	Adv-Ev_98	3	45	79843.6462944906
540.0-720.0	Bdy-sys_11	Adv-Ev_98	4	35	79843.6462944906
720.0-900.0	Bdy-sys_11	Adv-Ev_98	1	25	42189.7854142321
720.0-900.0	Bdy-sys_11	Adv-Ev_98	2	25	46074.5586610958
720.0-900.0	Bdy-sys_11	Adv-Ev_98	3	35	46074.5586610958
720.0-900.0	Bdy-sys_11	Adv-Ev_98	4	25	46074.5586610958
900.0-1080.0	Bdy-sys_11	Adv-Ev_98	1	8	12760.2160920374
900.0-1080.0	Bdy-sys_11	Adv-Ev_98	2	4	13234.8321278668
900.0-1080.0	Bdy-sys_11	Adv-Ev_98	3	14	13234.8321278668
900.0-1080.0	Bdy-sys_11	Adv-Ev_98	4	4	13234.8321278668
0.0-180.0	Bdy-sys_11	Adv-Ev_99	1	90	159125.074961459
0.0-180.0	Bdy-sys_11	Adv-Ev_99	2	94	164061.003874437
0.0-180.0	Bdy-sys_11	Adv-Ev_99	3	104	164061.003874437
0.0-180.0	Bdy-sys_11	Adv-Ev_99	4	94	164061.003874437
180.0-360.0	Bdy-sys_11	Adv-Ev_99	1	66	144789.478084567
180.0-360.0	Bdy-sys_11	Adv-Ev_99	2	83	148432.246838107
180.0-360.0	Bdy-sys_11	Adv-Ev_99	3	93	148432.246838107
180.0-360.0	Bdy-sys_11	Adv-Ev_99	4	83	148432.246838107
360.0-540.0	Bdy-sys_11	Adv-Ev_99	1	75	117662.796170965
360.0-540.0	Bdy-sys_11	Adv-Ev_99	2	68	119134.895876743
360.0-540.0	Bdy-sys_11	Adv-Ev_99	3	78	119134.895876743
360.0-540.0	Bdy-sys_11	Adv-Ev_99	4	68	119134.895876743
540.0-720.0	Bdy-sys_11	Adv-Ev_99	1	46	75832.5597667789
540.0-720.0	Bdy-sys_11	Adv-Ev_99	2	29	77645.1268270373
540.0-720.0	Bdy-sys_11	Adv-Ev_99	3	39	77645.1268270373
540.0-720.0	Bdy-sys_11	Adv-Ev_99	4	29	77645.1268270373
720.0-900.0	Bdy-sys_11	Adv-Ev_99	1	22	40667.6584137243
720.0-900.0	Bdy-sys_11	Adv-Ev_99	2	24	43138.0320586124
720.0-900.0	Bdy-sys_11	Adv-Ev_99	3	34	43138.0320586124
720.0-900.0	Bdy-sys_11	Adv-Ev_99	4	24	43138.0320586124
900.0-1080.0	Bdy-sys_11	Adv-Ev_99	1	7	12514.955312091
900.0-1080.0	Bdy-sys_11	Adv-Ev_99	2	8	12834.1818241197
900.0-1080.0	Bdy-sys_11	Adv-Ev_99	3	18	12834.1818241197
900.0-1080.0	Bdy-sys_11	Adv-Ev_99	4	8	12834.1818241197
0.0-180.0	Bdy-sys_12	Adv-Ev_109	1	94	158603.4637306
0.0-180.0	Bdy-sys_12	Adv-Ev_109	2	92	164293.911159315
0.0-180.0	Bdy-sys_12	Adv-Ev_109	3	102	164293.911159315
0.0-180.0	Bdy-sys_12	Adv-Ev_109	4	92	164293.911159315
180.0-360.0	Bdy-sys_12	Adv-Ev_109	1	77	143185.526356482
180.0-360.0	Bdy-sys_12	Adv-Ev_109	2	74	149253.544925838
180.0-360.0	Bdy-sys_12	Adv-Ev_109	3	84	149253.544925838
180.0-360.0	Bdy-sys_12	Adv-Ev_109	4	74	149253.544925838
360.0-540.0	Bdy-sys_12	Adv-Ev_109	1	62	114990.159214308
360.0-540.0	Bdy-sys_12	Adv-Ev_109	2	63	120046.915009694
360.0-540.0	Bdy-sys_12	Adv-Ev_109	3	73	120046.915009694
360.0-540.0	Bdy-sys_12	Adv-Ev_109	4	63	120046.915009694
540.0-720.0	Bdy-sys_12	Adv-Ev_109	1	43	75971.7364070137
540.0-720.0	Bdy-sys_12	Adv-Ev_109	2	52	77938.9121001402
540.0-720.0	Bdy-sys_12	Adv-Ev_109	3	62	77938.9121001402
540.0-720.0	Bdy-sys_12	Adv-Ev_109	4	52	77938.9121001402
720.0-900.0	Bdy-sys_12	Adv-Ev_109	1	21	41069.8917149858
720.0-900.0	Bdy-sys_12	Adv-Ev_109	2	23	43173.043891561
720.0-900.0	Bdy-sys_12	Adv-Ev_109	3	33	43173.043891561
720.0-900.0	Bdy-sys_12	Adv-Ev_109	4	23	43173.043891561
900.0-1080.0	Bdy-sys_12	Adv-Ev_109	1	7	12629.6359465786
900.0-1080.0	Bdy-sys_12	Adv-Ev_109	2	11	13344.7916531939
900.0-1080.0	Bdy-sys_12	Adv-Ev_109	3	21	13344.7916531939
900.0-1080.0	Bdy-sys_12	Adv-Ev_109	4	11	13344.7916531939
0.0-180.0	Bdy-sys_12	Adv-Ev_110	1	78	160293.240146936
0.0-180.0	Bdy-sys_12	Adv-Ev_110	2	107	163286.432134211
0.0-180.0	Bdy-sys_12	Adv-Ev_110	3	117	163286.432134211
0.0-180.0	Bdy-sys_12	Adv-Ev_110	4	107	163286.432134211
180.0-360.0	Bdy-sys_12	Adv-Ev_110	1	73	146565.898486672
180.0-360.0	Bdy-sys_12	Adv-Ev_110	2	79	146332.409161982
180.0-360.0	Bdy-sys_12	Adv-Ev_110	3	89	146332.409161982
180.0-360.0	Bdy-sys_12	Adv-Ev_110	4	79	146332.409161982
360.0-540.0	Bdy-sys_12	Adv-Ev_110	1	51	119388.130103435
360.0-540.0	Bdy-sys_12	Adv-Ev_110	2	63	115971.06629497
360.0-540.0	Bdy-sys_12	Adv-Ev_110	3	73	115971.06629497
360.0-540.0	Bdy-sys_12	Adv-Ev_110	4	63	115971.06629497
540.0-720.0	Bdy-sys_12	Adv-Ev_110	1	39	80711.6091522599
540.0-720.0	Bdy-sys_12	Adv-Ev_110	2	31	75677.8740129145
540.0-720.0	Bdy-sys_12	Adv-Ev_110	3	41	75677.8740129145
540.0-720.0	Bdy-sys_12	Adv-Ev_110	4	31	75677.8740129145
720.0-900.0	Bdy-sys_12	Adv-Ev_110	1	26	44694.0191155792
720.0-900.0	Bdy-sys_12	Adv-Ev_110	2	24	43450.9608927022
720.0-900.0	Bdy-sys_12	Adv-Ev_110	3	34	43450.9608927022
720.0-900.0	Bdy-sys_12	Adv-Ev_110	4	24	43450.9608927022
900.0-1080.0	Bdy-sys_12	Adv-Ev_110	1	7	13165.5236440913
900.0-1080.0	Bdy-sys_12	Adv-Ev_110	2	6	12828.5145421189
900.0-1080.0	Bdy-sys_12	Adv-Ev_110	3	16	12828.5145421189
900.0-1080.0	Bdy-sys_12	Adv-Ev_110	4	6	12828.5145421189
0.0-180.0	Bdy-sys_12	Adv-Ev_111	1	89	159765.065695993
0.0-180.0	Bdy-sys_12	Adv-Ev_111	2	99	164539.442094049
0.0-180.0	Bdy-sys_12	Adv-Ev_111	3	109	164539.442094049
0.0-180.0	Bdy-sys_12	Adv-Ev_111	4	99	164539.442094049
180.0-360.0	Bdy-sys_12	Adv-Ev_111	1	89	143271.059667234
180.0-360.0	Bdy-sys_12	Adv-Ev_111	2	101	146790.288238847
180.0-360.0	Bdy-sys_12	Adv-Ev_111	3	111	146790.288238847
180.0-360.0	Bdy-sys_12	Adv-Ev_111	4	101	146790.288238847
360.0-540.0	Bdy-sys_12	Adv-Ev_111	1	63	114144.264282693
360.0-540.0	Bdy-sys_12	Adv-Ev_111	2	58	115642.22138915
360.0-540.0	Bdy-sys_12	Adv-Ev_111	3	68	115642.22138915
360.0-540.0	Bdy-sys_12	Adv-Ev_111	4	58	115642.22138915
540.0-720.0	Bdy-sys_12	Adv-Ev_111	1	42	75393.4681135075
540.0-720.0	Bdy-sys_12	Adv-Ev_111	2	47	74891.1934913506
540.0-720.0	Bdy-sys_12	Adv-Ev_111	3	57	74891.1934913506
540.0-720.0	Bdy-sys_12	Adv-Ev_111	4	47	74891.1934913506
720.0-900.0	Bdy-sys_12	Adv-Ev_111	1	20	41532.8616663322
720.0-900.0	Bdy-sys_12	Adv-Ev_111	2	31	41607.173131174
720.0-900.0	Bdy-sys_12	Adv-Ev_111	3	41	41607.173131174
720.0-900.0	Bdy-sys_12	Adv-Ev_111	4	31	41607.173131174
900.0-1080.0	Bdy-sys_12	Adv-Ev_111	1	5	12557.1541739515
900.0-1080.0	Bdy-sys_12	Adv-Ev_111	2	1	11870.0768168981
900.0-1080.0	Bdy-sys_12	Adv-Ev_111	3	11	11870.0768168981
900.0-1080.0	Bdy-sys_12	Adv-Ev_111	4	1	11870.0768168981
0.0-180.0	Bdy-sys_12	Adv-Ev_112	1	83	160337.548094702
0.0-180.0	Bdy-sys_12	Adv-Ev_112	2	80	166524.503109802
0.0-180.0	Bdy-sys_12	Adv-Ev_112	3	90	166524.503109802
0.0-180.0	Bdy-sys_12	Adv-Ev_112	4	80	166524.503109802
180.0-360.0	Bdy-sys_12	Adv-Ev_112	1	81	145123.488853163
180.0-360.0	Bdy-sys_12	Adv-Ev_112	2	95	150555.645951076
180.0-360.0	Bdy-sys_12	Adv-Ev_112	3	105	150555.645951076
180.0-360.0	Bdy-sys_12	Adv-Ev_112	4	95	150555.645951076
360.0-540.0	Bdy-sys_12	Adv-Ev_112	1	64	115506.356600274
360.0-540.0	Bdy-sys_12	Adv-Ev_112	2	64	118725.811757592
360.0-540.0	Bdy-sys_12	Adv-Ev_112	3	74	118725.811757592
360.0-540.0	Bdy-sys_12	Adv-Ev_112	4	64	118725.811757592
540.0-720.0	Bdy-sys_12	Adv-Ev_112	1	43	75650.7998408124
540.0-720.0	Bdy-sys_12	Adv-Ev_112	2	48	76385.211206689
540.0-720.0	Bdy-sys_12	Adv-Ev_112	3	58	76385.211206689
540.0-720.0	Bdy-sys_12	Adv-Ev_112	4	48	76385.211206689
720.0-900.0	Bdy-sys_12	Adv-Ev_112	1	27	39287.8009987045
720.0-900.0	Bdy-sys_12	Adv-Ev_112	2	28	42536.2155748837
720.0-900.0	Bdy-sys_12	Adv-Ev_112	3	38	42536.2155748837
720.0-900.0	Bdy-sys_12	Adv-Ev_112	4	28	42536.2155748837
900.0-1080.0	Bdy-sys_12	Adv-Ev_112	1	7	11652.833842085
900.0-1080.0	Bdy-sys_12	Adv-Ev_112	2	6	12446.7341153694
900.0-1080.0	Bdy-sys_12	Adv-Ev_112	3	16	12446.7341153694
900.0-1080.0	Bdy-sys_12	Adv-Ev_112	4	6	12446.7341153694
0.0-180.0	Bdy-sys_12	Adv-Ev_113	1	91	158441.445747302
0.0-180.0	Bdy-sys_12	Adv-Ev_113	2	88	164820.488845534
0.0-180.0	Bdy-sys_12	Adv-Ev_113	3	98	164820.488845534
0.0-180.0	Bdy-sys_12	Adv-Ev_113	4	88	164820.488845534
180.0-360.0	Bdy-sys_12	Adv-Ev_113	1	98	142052.248250426
180.0-360.0	Bdy-sys_12	Adv-Ev_113	2	77	149957.468862372
180.0-360.0	Bdy-sys_12	Adv-Ev_113	3	87	149957.468862372
180.0-360.0	Bdy-sys_12	Adv-Ev_113	4	77	149957.468862372
360.0-540.0	Bdy-sys_12	Adv-Ev_113	1	62	112306.016617234
360.0-540.0	Bdy-sys_12	Adv-Ev_113	2	52	120799.42222862
360.0-540.0	Bdy-sys_12	Adv-Ev_113	3	62	120799.42222862
360.0-540.0	Bdy-sys_12	Adv-Ev_113	4	52	120799.42222862
540.0-720.0	Bdy-sys_12	Adv-Ev_113	1	49	72146.041747575
540.0-720.0	Bdy-sys_12	Adv-Ev_113	2	46	80640.0128104709
540.0-720.0	Bdy-sys_12	Adv-Ev_113	3	56	80640.0128104709
540.0-720.0	Bdy-sys_12	Adv-Ev_113	4	46	80640.0128104709
720.0-900.0	Bdy-sys_12	Adv-Ev_113	1	21	39607.1916306137
720.0-900.0	Bdy-sys_12	Adv-Ev_113	2	15	47323.4988408582
720.0-900.0	Bdy-sys_12	Adv-Ev_113	3	25	47323.4988408582
720.0-900.0	Bdy-sys_12	Adv-Ev_113	4	15	47323.4988408582
900.0-1080.0	Bdy-sys_12	Adv-Ev_113	1	7	11472.9595739766
900.0-1080.0	Bdy-sys_12	Adv-Ev_113	2	6	14209.4749556797
900.0-1080.0	Bdy-sys_12	Adv-Ev_113	3	16	14209.4749556797
900.0-1080.0	Bdy-sys_12	Adv-Ev_113	4	6	14209.4749556797
0.0-180.0	Bdy-sys_12	Adv-Ev_114	1	92	159041.116047318
0.0-180.0	Bdy-sys_12	Adv-Ev_114	2	73	166802.428016574
0.0-180.0	Bdy-sys_12	Adv-Ev_114	3	83	166802.428016574
0.0-180.0	Bdy-sys_12	Adv-Ev_114	4	73	166802.428016574
180.0-360.0	Bdy-sys_12	Adv-Ev_114	1	76	143549.306842753
180.0-360.0	Bdy-sys_12	Adv-Ev_114	2	68	154366.265497012
180.0-360.0	Bdy-sys_12	Adv-Ev_114	3	78	154366.265497012
180.0-360.0	Bdy-sys_12	Adv-Ev_114	4	68	154366.265497012
360.0-540.0	Bdy-sys_12	Adv-Ev_114	1	65	115482.495399605
360.0-540.0	Bdy-sys_12	Adv-Ev_114	2	58	124649.35320404
360.0-540.0	Bdy-sys_12	Adv-Ev_114	3	68	124649.35320404
360.0-540.0	Bdy-sys_12	Adv-Ev_114	4	58	124649.35320404
540.0-720.0	Bdy-sys_12	Adv-Ev_114	1	53	74861.2088960922
540.0-720.0	Bdy-sys_12	Adv-Ev_114	2	54	81787.7601112305
540.0-720.0	Bdy-sys_12	Adv-Ev_114	3	64	81787.7601112305
540.0-720.0	Bdy-sys_12	Adv-Ev_114	4	54	81787.7601112305
720.0-900.0	Bdy-sys_12	Adv-Ev_114	1	20	38355.2279109693
720.0-900.0	Bdy-sys_12	Adv-Ev_114	2	27	45849.4437419066
720.0-900.0	Bdy-sys_12	Adv-Ev_114	3	37	45849.4437419066
720.0-900.0	Bdy-sys_12	Adv-Ev_114	4	27	45849.4437419066
900.0-1080.0	Bdy-sys_12	Adv-Ev_114	1	7	11811.3723686214
900.0-1080.0	Bdy-sys_12	Adv-Ev_114	2	9	13302.2293863363
900.0-1080.0	Bdy-sys_12	Adv-Ev_114	3	19	13302.2293863363
900.0-1080.0	Bdy-sys_12	Adv-Ev_114	4	9	13302.2293863363
0.0-180.0	Bdy-sys_12	Adv-Ev_115	1	94	159088.51636816
0.0-180.0	Bdy-sys_12	Adv-Ev_115	2	84	165731.805656976
0.0-180.0	Bdy-sys_12	Adv-Ev_115	3	94	165731.805656976
0.0-180.0	Bdy-sys_12	Adv-Ev_115	4	84	165731.805656976
180.0-360.0	Bdy-sys_12	Adv-Ev_115	1	76	143984.8574858
180.0-360.0	Bdy-sys_12	Adv-Ev_115	2	77	150852.244082327
180.0-360.0	Bdy-sys_12	Adv-Ev_115	3	87	150852.244082327
180.0-360.0	Bdy-sys_12	Adv-Ev_115	4	77	150852.244082327
360.0-540.0	Bdy-sys_12	Adv-Ev_115	1	66	114362.422886653
360.0-540.0	Bdy-sys_12	Adv-Ev_115	2	76	119131.534251562
360.0-540.0	Bdy-sys_12	Adv-Ev_115	3	86	119131.534251562
360.0-540.0	Bdy-sys_12	Adv-Ev_115	4	76	119131.534251562
540.0-720.0	Bdy-sys_12	Adv-Ev_115	1	44	74601.1308088797
540.0-720.0	Bdy-sys_12	Adv-Ev_115	2	37	76694.0384866437
540.0-720.0	Bdy-sys_12	Adv-Ev_115	3	47	76694.0384866437
540.0-720.0	Bdy-sys_12	Adv-Ev_115	4	37	76694.0384866437
720.0-900.0	Bdy-sys_12	Adv-Ev_115	1	19	40628.1361107066
720.0-900.0	Bdy-sys_12	Adv-Ev_115	2	24	42728.9704510287
720.0-900.0	Bdy-sys_12	Adv-Ev_115	3	34	42728.9704510287
720.0-900.0	Bdy-sys_12	Adv-Ev_115	4	24	42728.9704510287
900.0-1080.0	Bdy-sys_12	Adv-Ev_115	1	11	12191.1500721742
900.0-1080.0	Bdy-sys_12	Adv-Ev_115	2	5	12724.0036533847
900.0-1080.0	Bdy-sys_12	Adv-Ev_115	3	15	12724.0036533847
900.0-1080.0	Bdy-sys_12	Adv-Ev_115	4	5	12724.0036533847
0.0-180.0	Bdy-sys_12	Adv-Ev_116	1	94	159261.924087389
0.0-180.0	Bdy-sys_12	Adv-Ev_116	2	91	165417.552560767
0.0-180.0	Bdy-sys_12	Adv-Ev_116	3	101	165417.552560767
0.0-180.0	Bdy-sys_12	Adv-Ev_116	4	91	165417.552560767
180.0-360.0	Bdy-sys_12	Adv-Ev_116	1	71	144515.441485713
180.0-360.0	Bdy-sys_12	Adv-Ev_116	2	74	149698.664086552
180.0-360.0	Bdy-sys_12	Adv-Ev_116	3	84	149698.664086552
180.0-360.0	Bdy-sys_12	Adv-Ev_116	4	74	149698.664086552
360.0-540.0	Bdy-sys_12	Adv-Ev_116	1	68	115066.891229748
360.0-540.0	Bdy-sys_12	Adv-Ev_116	2	61	120834.99950973
360.0-540.0	Bdy-sys_12	Adv-Ev_116	3	71	120834.99950973
360.0-540.0	Bdy-sys_12	Adv-Ev_116	4	61	120834.99950973
540.0-720.0	Bdy-sys_12	Adv-Ev_116	1	48	75800.5491641631
540.0-720.0	Bdy-sys_12	Adv-Ev_116	2	42	79730.6563093278
540.0-720.0	Bdy-sys_12	Adv-Ev_116	3	52	79730.6563093278
540.0-720.0	Bdy-sys_12	Adv-Ev_116	4	42	79730.6563093278
720.0-900.0	Bdy-sys_12	Adv-Ev_116	1	29	43001.3751333736
720.0-900.0	Bdy-sys_12	Adv-Ev_116	2	17	46826.9914918527
720.0-900.0	Bdy-sys_12	Adv-Ev_116	3	27	46826.9914918527
720.0-900.0	Bdy-sys_12	Adv-Ev_116	4	17	46826.9914918527
900.0-1080.0	Bdy-sys_12	Adv-Ev_116	1	11	14215.3792060555
900.0-1080.0	Bdy-sys_12	Adv-Ev_116	2	9	14321.0959343719
900.0-1080.0	Bdy-sys_12	Adv-Ev_116	3	19	14321.0959343719
900.0-1080.0	Bdy-sys_12	Adv-Ev_116	4	9	14321.0959343719
